Datetime,Tweet,Quoted_tweet_count,Reply_count,Retweet_count,Like_count
49:29.0,The attack on Abuja to Kaduna bound train that reportedly left many injured and some kidnapped is condemnable. The government's commitment to the protection of the life and property of the people must remain sacrosanct.,230,668,665,3045
32:40.0,"I had a meeting tonight with , Tambuwal,  and Hayatudden to discuss the future of our party and Nigeria. I look forward to continuing our dialogue and building #OneNigeria. https://t.co/Z1qVaeATbb",108,543,452,2407
26:36.0,"We all know that as one people united behind one future we will become one country. As one, we can get it done. #OneNigeria",1,53,56,296
26:35.0,"My consultative engagement continues with a meeting with the Deputy National Officers of our great party, the PDP. I am excited that we share a common interest in uniting our party and our country. https://t.co/sUna6HRVWR",17,133,170,1060
34:20.0,"Only when we become One People, with One Future, will we become One Country. As One, We Can Get It Done. #OneNigeria https://t.co/87n9mzJkt5",38,302,194,840
35:59.0,"I am proud of the comments by H.E Patrick Ekpotu. I look forward to joining hands with you and other Nigerians of goodwill to bring Nigeria together as One People with One Future as One Country. I know as one we can get it done. #OneNigeria

https://t.co/NrfWdJMkQ6",15,124,97,488
19:06.0,"As One People, with One Future, we will be One Country. #OneNigeria https://t.co/afpqzNq7q8",51,314,311,1361
21:37.0,"Her legacies present the promise for the empowerment of the girl-child. She will be sorely missed. May her family and friends be comforted, and may her soul rest in peace.",1,24,47,329
21:37.0,"Prof. Grace Alele-Williams was a trailblazer. She was no ordinary woman, indeed an extraordinary Nigerian in every facet. The professor of mathematics was the first Nigerian female Vice-Chancellor at the University of Benin and the first Nigerian woman to receive a doctorate.",4,68,114,923
34:32.0,"Well done, Super Eagles. You have a second chance on Tuesday to make 🇳🇬's participation in Qatar 2022 a reality. As one, we can surmount any challenges. #OneNigeria",54,515,410,3857
32:48.0,"As One People and One Country with a Common Future, our support can get Super Eagles to Qatar 2022. I am ready, hope you are too. #OneNigeria.",31,405,301,2105
09:02.0,"The youth of Nigeria are crucial to the One Future we deserve.

#OneNigeria #OneFuture https://t.co/FC9M7is2sG",27,235,202,839
30:00.0,One People. One Future. One Country. #OneNigeria https://t.co/hPilnNL2He,155,550,615,2294
19:26.0,"Even as we've made progress on sustaining the legacy of Tafida, my focus is now on building the bridge of mutual understanding that assures One People, One Future and One Country. #OneNigeria",4,58,75,377
19:25.0,"I joined President , former President Olusegun Obasanjo, among others, on the 20th anniversary of the commissioning of the Shehu Musa Yar'Adua Centre. https://t.co/SO9Ze99Jci",14,112,222,1435
38:46.0,My deepest condolences to the families that may have lost dear ones in this dastardly act. Only by coming together as #OneNigeria and condemning and fighting back as one country can we bring an end to this senseless violence.,0,52,77,353
38:45.0,"The latest attack in Kaduna in which scores of persons were killed is unacceptable and stands condemned. It is unacceptable that we've reached a point where human lives have no value.

https://t.co/H5EvhTyXd6",18,161,131,596
32:48.0,It’s on! ✅ Thank you to everyone who attended the #AtikuDeclaration and joined online. Our journey together starts here. As One We Can Get It Done. https://t.co/8hE9GK5mAi,120,604,666,3461
28:00.0,I know as one we can rescue Nigeria. I know as one we can get it done. #OneNigeria https://t.co/eRe5WkdBtA,57,371,340,1180
01:42.0,"I have never been this optimistic, and with your support and God's grace, we will get to the promised land.
 #OneNigeria #AtikuDeclaration https://t.co/o0X3tLLjYs",29,196,257,967
00:35.0,This time around is different; our journey will not end at the poll; we will get to work and rescue Nigeria. I invite every Nigerian to join me in this mission to save our dear country. #OneNigeria #AtikuDeclaration https://t.co/HWTqf3I5lC,36,180,228,834
58:34.0,Nigeria is a land of possibility. There is no challenging background that will make any Nigerian give up. I am a living witness to what is possible in Nigeria. #OneNigeria #AtikuDeclaration https://t.co/w4FRSejX3A,20,92,210,686
56:51.0,Though we all have different lives and goals and desires we all want ONE FUTURE. #OneNigeria https://t.co/Du2d6pRmLy,8,57,159,513
54:20.0,We will operate a liberal economy that allows small businesses to grow through lower taxes for small businesses and low-income earners. #OneNigeria #AtikuDeclaration https://t.co/WMzarvqxBb,52,157,237,746
46:16.0,"Under my presidency, I want to focus on five key areas: Unity of Nigeria, Security, Economy, Education and devolving more resources and powers to the federating units. #OneNigeria #AtikuDeclaration https://t.co/RSpP0XJjOZ",675,3498,1307,6056
35:28.0,"The moment has arrived! Tune in to see my declaration speech using the link https://t.co/uX9DRbdxTZ 

#OneNigeria #AtikuDeclaration",11,56,91,317
31:48.0,"The Unity Song by 
One People. One Future. One Country.  #OneNigeria #AtikuDeclaration https://t.co/PKl8BEXThn",157,199,260,1189
19:07.0,"We are an hour away from the declaration speech—great atmosphere in the International Conference Centre, Abuja. Tune in on the livestream on Facebook to follow. #OneNigeria https://t.co/ngM7Jokvmh",73,266,361,1831
57:47.0,I will be live streaming my presidential declaration. I invite you to be a part of the historic event. #OneNigeria https://t.co/uX9DRbdxTZ https://t.co/ytooZYxNa4,250,1233,675,3779
13:39.0,"I am highly honoured to host the Business Community of Nigerians in the Diaspora this afternoon, led by Professor Isa Odidi. I am humbled by their kind words and their motivation and support in our campaign to restore peace and prosperity to the fatherland. https://t.co/2bomdf5zQS",9,110,162,936
39:58.0,"Today, I paid a courtesy visit to a long time friend, Professor Jerry Gana. The time spent with him was productive and refreshing. https://t.co/Nxvjukb6Ea",19,185,207,1816
19:49.0,"The meetings were cordial, robust and enriching. Once again, I thank all our party's stakeholders for finding time to meet with me.",1,28,39,270
19:48.0,It was a loaded day as I held interactive consultations with State Secretaries of the  across the 36 states and the FCT and the Forum of Former Presiding Officers of State Houses of Assembly. https://t.co/kjSNCGvywm,27,174,175,1092
47:45.0,"On this occasion of your 58th birthday anniversary, I exalt Almighty God for the protection and guidance upon you for the continuing sustenance of peace and security in Enugu State. Happy birthday, Your Excellency.",3,38,27,253
47:45.0,"Gov. Ifeanyi Ugwuanyi's tenure has been marked by a sound vision of rural, massive infrastructure and human capital developments.o https://t.co/JkbZpqaq9g",98,386,140,1631
49:44.0,It was a pleasure hosting the family of Late Alh. Bappa Sanda Jada earlier today. I am also deeply appreciative of their intention to be part of the process to restore peace and prosperity to our dear country. https://t.co/DZE8IpE7p1,13,167,165,1633
16:52.0,"On behalf of my family, I wish him more years of strength and wisdom in the service of our people.",2,37,45,313
16:52.0,Today marks the 12th anniversary of the turbaning of HRH Muhammadu Barkindo Aliyu Musdafa as the Lamido of Adamawa. We are eternally grateful for the peace and tranquillity that has characterised his reign. https://t.co/CPbB6CCctJ,9,82,176,1294
35:28.0,"I can never thank them enough, and I will never betray the confidence they and other people of goodwill have reposed in me.",8,79,86,482
35:27.0,"Moments ago, the North East Business Community (NEBC) presented me with the  nomination and expression of interest forms. This was in fulfilment of the promise made when I visited the Jewel state of Gombe late last year. https://t.co/RjkkQVm1T5",86,277,275,1391
41:24.0,⏳,187,961,536,3772
33:25.0,"H.E Prof Charles Soludo, , as you have been sworn in today, it is my hope and prayer that you'll deploy your expertise and experience to impact Anambra State and, by extension Nigeria. Congratulations, Gov Soludo.",14,144,256,1862
49:50.0,https://t.co/l30LLEykoN,5,44,71,383
38:06.0,Today’s meeting with the Board of Trustees of the  shows clearly that our party is organic and ready to lead Nigeria into a brighter future. https://t.co/567sb8LSpq,35,266,249,1490
29:04.0,At the  caucus meeting last night. https://t.co/AlE69Jbb5E,26,136,170,1059
38:49.0,"The meeting with the Mike Oghaidomhe-led Former Deputy Governors Forum was fruitful and portends a bright promise for our great party, , to seize the moment and usher in a brighter future for the country. https://t.co/TctBsyHxoj",31,156,183,1019
54:48.0,I believe that it was no coincidence that the heavens opened and poured forth its first rain of the year to moderate the heat of the season immediately after the meeting ended. Everyone present agreed that we shall together birth a new day for our nation.,6,65,64,409
54:48.0,"My consultative meeting with National, Zonal and States Youth Leaders after I arrived from the coronation of the Olubadan of Ibadan, was memorable and rewarding. https://t.co/6vMu06o7LM",16,121,183,1141
37:09.0,My consultative engagement with the  stakeholders continued with a meeting with PDP Ex- Officio from the 36 States and FCT. https://t.co/uD6dZ8i2HH,17,116,121,731
24:56.0,"HRH Oba Lekan Balogun, the 42nd Olubadan of Ibadan, long may you reign in wisdom and peace. https://t.co/15J1XBVVHx",9,102,235,1767
19:21.0,"I just arrived in Ibadan for the coronation of my friend, Senator Lekan Balogun, as the Olubadan of Ibadanland. Thank you, Gov , for the warm reception. https://t.co/XgzrbFKvBL",15,218,382,2873
30:43.0,"The Atiku For Better Nigeria Group, led by its National Chairman, Alh. Muhammad O Sule, were around today on a courtesy visit. I am touched by the sheer love and belief that the delegation has in our capacity to make Nigeria great again. https://t.co/czJKcIwUHm",14,142,164,932
09:58.0,"It was my pleasure to receive a delegation from , led by H.E Ambassador . It is reassuring that we share a common interest on issues about democracy, human rights and economic recovery. https://t.co/1lfhPXkMz6",12,81,130,780
19:03.0,"Yesterday, I played host to a delegation of  stakeholders from Borno State, on a courtesy visit, led by Alhaji Umaru Maidaribe. https://t.co/2pHr1fDp0x",17,95,123,867
58:39.0,"Women are game changers in our quest for development. #IWD2022 

https://t.co/gPvb9RFGDO",1,46,69,322
20:27.0,"The family, especially the mother, needs all the support and assistance to overcome this tragedy.",1,46,88,605
20:27.0,"The reports of the murder of 22-year-old Miss Oluwabamise Ayanwole, who went missing on a Lagos Bus Rapid Transit vehicle, is heartbreaking. The act of taking the life of another human under any circumstance is despicable. I hope that the culprit(s) will be brought to book.",69,328,349,2096
27:23.0,At the 85th birthday celebration/symposium of Chief Olusegun Obasanjo over the weekend. https://t.co/sAljbYJSzR,14,74,147,1182
24:00.0,"Ebube Dike. Ebube Dike. Ebube Dike. Ekele dịrị gị, Chief Pete Edochie, on the occasion of your 75th birthday celebration. I wish you more years in good health and vitality. https://t.co/tflJcojOcw",122,627,1197,13717
13:49.0,My consultative interaction with stakeholders of our great party continued last night with a robust meeting with  State Chairmen. https://t.co/YP9RzIqOn8,33,194,175,1075
18:15.0,"Happy birthday, and may God continue to gift you with more years in good health and service to the country and humanity.",0,20,37,256
18:14.0,"Baba, as he is fondly called, created an era of progressive reforms in Nigeria that continues to benefit the people of Nigeria up till today, and that is why he continues to enjoy the goodwill of progressive politicians and statesmen, not just in Africa but globally.",3,17,45,270
18:14.0,"Similarly, when he assumed office in 1999 as a civilian president, Chief Obasanjo re-enacted a convention in Africa, making the people the centrepiece of government policies.",1,6,26,101
18:13.0,"Obasanjo set the pace for a transfer of power to civilian government in Nigeria, and that singular effort began the process of democratisation across the continent. https://t.co/TLjL78Knib",34,159,259,1299
11:41.0,"Today marks the fifth anniversary of the coronation of James Ayatse as the Tor Tiv. I was there as the Zege Mule U Tiv.

Aondo aver Tor, Beagha u Tiv.  Ahemen Tiv chir ken bem, gbem shawon (God bless the King and Lion of the Tiv, to lead the Tiv in peace for long). https://t.co/ckXzznnCzs",12,108,130,846
22:01.0,I just concluded my consultation with senate caucus of the . The responses from the Senators about the prospects of fixing Nigeria &amp; bringing prosperity to our people are reassuring. I thank you all Distinguished Senators for making time for tonight’s interaction. https://t.co/YMLszQ3hIZ,72,378,242,1510
29:25.0,You continue to inspire millions of people across the world with your infectious virtue of humility and your unique insight into the word of God. I wish you many more years of good health and faithful service in the service of God.,0,14,26,201
29:24.0,"A great man worthy of emulation, an astute teacher, an excellent coach and an exceptional role model who has inspired millions worldwide and continues to be a shining light of the Christian faith.",0,11,29,227
29:24.0,I felicitate with  at 80. An uncommon shepherd and a father figure who by exemplary acts teaches his followers and mentees to live purposefully. https://t.co/lpNqNh1J6o,5,82,143,1574
01:06.0,I just concluded an engaging and fruitful meeting with members of the House of Representatives Caucus of the . https://t.co/0cK8OxsBi9,32,234,208,1309
